"X","indx","trigger1","trigger2","trigger3","context1","context2","context3","function1","function2","function3","content1","content2","content3","content4","time_start","time_end","duration","recur","singers_n","singers_age1","singers_age2","shape_type","appear_paint","appear_adorn","appear_cloth","appear_mask","appear_obj","restrict_sex","restrict_marry","restrict_grp1","restrict_grp2","audience_n","audience_age1","audience_age2","audience_sex","audience_marry","audience_grp1","audience_grp2","instrument_type1","instrument_type2","instrument_type3","text_duplicate","id_nhs","group"
182,182,".",".",".","Religious practices (religious experiences, prayers, sacrifices, purification, divination)",".",".",".",".",".","Sex (not extramarital)","Drives and emotions","Interpersonal relations (includes love)",".",".",".",".",".","Multiple singers (number unknown)","Adult","Adolescent/young adult",".","Entire body",".",".",".",".",".",".",".",".","Multiple singers (number unknown)","Adult",".","Male","Both married & unmarried","Adults",".",".",".",".",0,"NHS-C077",1
184,184,".",".",".","Religious practices (religious experiences, prayers, sacrifices, purification, divination)",".",".",".",".",".","Sex (not extramarital)","Drives and emotions","Interpersonal relations (includes love)",".",".",".",".",".","Multiple singers (number unknown)","Adult",".",".","Unspecified location",".",".",".",".",".",".",".",".","Multiple singers (number unknown)","Adult",".",".",".",".",".",".",".",".",0,"NHS-C077",1
185,185,".",".",".","Religious practices (religious experiences, prayers, sacrifices, purification, divination)",".",".",".",".",".","Sex (not extramarital)","Drives and emotions","Travel and transportation",".",".",".",".",".","Multiple singers (number unknown)","Adult",".",".","Unspecified location",".",".",".",".",".",".",".",".","Multiple singers (number unknown)","Adult",".",".",".",".",".",".",".",".",0,"NHS-C077",1
188,188,".",".",".",".",".",".",".",".",".","Sex (not extramarital)","Drives and emotions","Interpersonal relations (includes love)",".",".",".",".",".","Solo singer","Adult",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",0,"NHS-C077",0
189,189,".",".",".",".",".",".",".",".",".","Sex (not extramarital)",".",".",".",".",".",".",".","2-5 singers","Adult",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",0,"NHS-C077",1
190,190,".",".",".",".",".",".",".",".",".","Sex (not extramarital)","Drives and emotions",".",".",".",".",".",".","2-5 singers","Adult",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",0,"NHS-C077",1
191,191,".",".",".","Religious practices (religious experiences, prayers, sacrifices, purification, divination)",".",".",".",".",".","Sex (not extramarital)","Drives and emotions","Sickness, medical care, and shamans","Sorcery (creating sickness or bad luck)",".",".",".",".","Multiple singers (number unknown)","Adult",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",0,"NHS-C077",1
192,192,".",".",".",".",".",".",".",".",".","Sex (not extramarital)","Interpersonal relations (includes love)",".",".",".",".",".",".","2-5 singers","Adult",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",0,"NHS-C077",1
193,193,".",".",".","Dance",".",".",".",".",".","Sex (not extramarital)","Drives and emotions","Interpersonal relations (includes love)",".",".",".",".",".","Multiple singers (number unknown)","Adult","Child",".",".","Head/face & shoulders",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",0,"NHS-C077",1
195,195,".",".",".","Dance",".",".",".",".",".","Dance",".",".",".",".",".",".",".","Multiple singers (number unknown)","Adult",".","Line (or row)",".",".",".",".",".",".",".",".",".","Multiple singers (number unknown)","Adult",".",".",".",".",".",".",".",".",0,"NHS-C077",1
199,199,".",".",".",".",".",".",".",".",".","Sex (not extramarital)","Drives and emotions","Interpersonal relations (includes love)",".",".",".",".",".","Multiple singers (number unknown)","Adult","Adolescent/young adult",".","Entire body","Head/face & shoulders",".",".",".",".",".",".",".","Multiple singers (number unknown)","Adult",".",".",".",".",".",".",".",".",0,"NHS-C077",1
201,201,".",".",".","Religious practices (religious experiences, prayers, sacrifices, purification, divination)",".",".",".",".",".","Puberty and initiation",".",".",".",".",".",".",".","Multiple singers (number unknown)","Adult",".",".","Entire body","Head/face & shoulders",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",0,"NHS-C077",1
204,204,".",".",".",".",".",".",".",".",".","Sickness, medical care, and shamans",".",".",".",".",".",".",".","Multiple singers (number unknown)","Child","Adult",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",0,"NHS-C077",1
210,210,".",".",".",".",".",".",".",".",".",".",".",".",".","Night (2200 to 0400)","Night (2200 to 0400)",".",".","Multiple singers (number unknown)","Adult","Child",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",0,"NHS-C077",1
211,211,".",".",".","Religious practices (religious experiences, prayers, sacrifices, purification, divination)",".",".",".",".",".",".",".",".",".",".",".",".",".","Solo singer","Adult",".",".",".",".",".",".",".",".",".",".",".","Multiple singers (number unknown)","Adult",".",".",".",".",".",".",".",".",0,"NHS-C077",0
212,212,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","Multiple singers (number unknown)","Adult",".",".","Unspecified location",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",0,"NHS-C077",1
214,214,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","Multiple singers (number unknown)","Adult",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",0,"NHS-C077",1
215,215,".",".",".","Religious practices (religious experiences, prayers, sacrifices, purification, divination)",".",".",".",".",".",".",".",".",".",".",".",".",".","Multiple singers (number unknown)","Adult",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",0,"NHS-C077",1
216,216,".",".",".",".",".",".",".",".",".","Agriculture",".",".",".",".",".",".",".","Multiple singers (number unknown)","Adult",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",0,"NHS-C077",1
217,217,".",".",".","Religious practices (religious experiences, prayers, sacrifices, purification, divination)",".",".",".",".",".",".",".",".",".",".",".",".",".","Multiple singers (number unknown)","Adult",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",0,"NHS-C077",1
218,218,".",".",".","Religious practices (religious experiences, prayers, sacrifices, purification, divination)",".",".",".",".",".",".",".",".",".",".",".",".",".","Multiple singers (number unknown)","Elder",".",".",".",".",".",".",".",".",".",".",".","Multiple singers (number unknown)","Elder",".",".",".",".",".",".",".",".",0,"NHS-C077",1
219,219,".",".",".","Religious practices (religious experiences, prayers, sacrifices, purification, divination)",".",".",".",".",".",".",".",".",".",".",".",".",".","Multiple singers (number unknown)","Adult",".",".","Unspecified location","Head/face & shoulders",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",0,"NHS-C077",1
220,220,".",".",".","Religious practices (religious experiences, prayers, sacrifices, purification, divination)",".",".",".",".",".",".",".",".",".","Night (2200 to 0400)","Night (2200 to 0400)",".",".","Multiple singers (number unknown)","Adult",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",0,"NHS-C077",1
221,221,".",".",".","Religious practices (religious experiences, prayers, sacrifices, purification, divination)",".",".",".",".",".","Family (includes nuclear family, polygamy, adoption)",".",".",".","Night (2200 to 0400)","Night (2200 to 0400)",".",".","Multiple singers (number unknown)","Adult",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",0,"NHS-C077",1
222,222,".",".",".","Religious practices (religious experiences, prayers, sacrifices, purification, divination)",".",".",".",".",".","Fire","Flora",".",".","Night (2200 to 0400)","Night (2200 to 0400)","1-10 hours","No recurrence","Multiple singers (number unknown)","Adult",".",".",".","Unspecified location",".",".","1",".",".",".",".",".",".",".",".",".",".",".",".",".",".",0,"NHS-C077",1
223,223,".",".",".","Religious practices (religious experiences, prayers, sacrifices, purification, divination)",".",".",".",".",".",".",".",".",".","Early morning (0400 to 0700) (includes daybreak, dawn)","Early morning (0400 to 0700) (includes daybreak, dawn)",".",".","Multiple singers (number unknown)","Adult",".",".",".",".",".",".",".",".",".",".",".","Multiple singers (number unknown)","Adult","Adolescent/young adult",".",".",".",".",".",".",".",0,"NHS-C077",1
224,224,".",".",".","Religious practices (religious experiences, prayers, sacrifices, purification, divination)",".",".",".",".",".",".",".",".",".","Morning (0700 to 1000)","Midday (1000 to 1400)",".",".","Multiple singers (number unknown)","Adult",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",0,"NHS-C077",1
225,225,".",".",".",".",".",".",".",".",".","Fauna",".",".",".",".",".","1-10 hours","No recurrence","Solo singer","Elder",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",0,"NHS-C077",0
226,226,".",".",".","Religious practices (religious experiences, prayers, sacrifices, purification, divination)",".",".",".",".",".",".",".",".",".",".",".",".",".","Multiple singers (number unknown)","Adult",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",0,"NHS-C077",1
227,227,".",".",".","Religious practices (religious experiences, prayers, sacrifices, purification, divination)",".",".",".",".",".",".",".",".",".","Night (2200 to 0400)","Night (2200 to 0400)",".",".","Multiple singers (number unknown)","Adult",".",".",".","Limbs (incl. hands/feet)",".",".",".",".",".",".",".","Multiple singers (number unknown)","Adult","Elder",".",".",".",".",".",".",".",0,"NHS-C077",1
228,228,".",".",".","Religious practices (religious experiences, prayers, sacrifices, purification, divination)",".",".",".",".",".","Daily routine","Flora","Ideas about nature and people",".","Night (2200 to 0400)","Night (2200 to 0400)",".",".","Multiple singers (number unknown)","Adult",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",0,"NHS-C077",1
229,229,".",".",".","Religious practices (religious experiences, prayers, sacrifices, purification, divination)",".",".",".",".",".","Adornment",".",".",".",".",".",".",".","Multiple singers (number unknown)","Adult",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",0,"NHS-C077",1
230,230,".",".",".","Religious practices (religious experiences, prayers, sacrifices, purification, divination)",".",".",".",".",".","Location",".",".",".",".",".",".",".","Multiple singers (number unknown)","Adult",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",0,"NHS-C077",1
231,231,".",".",".","Religious practices (religious experiences, prayers, sacrifices, purification, divination)",".",".",".",".",".",".",".",".",".","Evening (1900 to 2200)","Night (2200 to 0400)","1-10 hours","No recurrence","Multiple singers (number unknown)","Adult","Adolescent/young adult",".",".","Head/face & shoulders",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",0,"NHS-C077",1
232,232,".",".",".","Religious practices (religious experiences, prayers, sacrifices, purification, divination)",".",".",".",".",".","Location","Traditional history","Adornment",".","Night (2200 to 0400)","Night (2200 to 0400)","1-10 hours","No recurrence","Multiple singers (number unknown)","Adult","Adolescent/young adult","Circle",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",0,"NHS-C077",1
234,234,".",".",".",".",".",".",".",".",".",".",".",".",".","Night (2200 to 0400)","Night (2200 to 0400)","1-10 hours","No recurrence","Multiple singers (number unknown)","Adult",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","Idiophone",".",".",0,"NHS-C077",1
235,235,".",".",".",".",".",".",".",".",".",".",".",".",".","Night (2200 to 0400)","Night (2200 to 0400)","1-10 hours","No recurrence","2-5 singers","Adult",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",0,"NHS-C077",1
236,236,".",".",".","Religious practices (religious experiences, prayers, sacrifices, purification, divination)",".",".",".",".",".","Death (burials, funerals, mourning)","Religious beliefs (cosmology, spirits, gods, sacred objects and places, mythology)",".",".",".",".",".",".","Multiple singers (number unknown)","Adult",".","Line (or row)",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",0,"NHS-C077",1
